SITZUNGSDAUERLAUF -- samsung SM-A156B
Android 16 (API 36)

300 vollständige Diktate hintereinander, im selben Prozess.
Ohne Neustart, ohne Hintergrund, ohne erzwungenes Aufräumen.
Seitengröße für RSS: 4 KB (fest angenommen).

KONTROLLSITZUNG
  Text erkannt: ja, Fehler keiner, Zeiger 172
  in Ordnung

VERLAUF -- jede Sitzung
  Nr   Zeig   Fäden  Java KB  nativ    RSS KB   Start   Dauer   Aufräum Text
    namenlos malitl_21889_0xb400007ad4241dc0 1
      anon_inode:malitl_21889_0xb400007ad4241dc0
    namenlos malitl_21889_0xb400007968d2c788 1
      anon_inode:malitl_21889_0xb400007968d2c788
    namenlos malitl_21889_0xb4000079c75c6200 1
      anon_inode:malitl_21889_0xb4000079c75c6200

URTEIL
  Sitzungen ohne Text: 0 von 300
  Dateizeiger:   Mitte 185, Ende 185, Zuwachs 0 (0,00 je Sitzung) -- kein Wachstum
  Java-Halde:    Mitte 7789, Ende 8157, Zuwachs 367 (2,45 je Sitzung) -- **WÄCHST WEITER**
  native Halde:  Mitte 23105, Ende 23195, Zuwachs 91 (0,60 je Sitzung) -- **WÄCHST WEITER**
  RSS:           Mitte 128018, Ende 117477, Zuwachs -10541 (-70,27 je Sitzung) -- kein Wachstum
  Fäden:         Mitte 19, Ende 20, Zuwachs 1 (0,01 je Sitzung) -- Plateau erreicht

  Wird es langsamer? Ein Ressourcenstau zeigt sich oft zuerst so.
  Startlatenz:   Mitte 31, Ende 30, Zuwachs -1 (-0,01 je Sitzung) -- kein Wachstum
  Sitzungsdauer: Mitte 3156, Ende 3150, Zuwachs -6 (-0,04 je Sitzung) -- kein Wachstum
  Aufräumdauer:  Mitte 1, Ende 1, Zuwachs 0 (0,00 je Sitzung) -- Plateau erreicht
